3-7-2024 08:13:09-log: Cannot access game frame or container.
3-7-2024 08:13:09-debug: asset-db:require-engine-code (1528ms)
3-7-2024 08:13:10-log: Cocos Creator v3.8.0
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.87MB, end 87.87MB, increase: 68.00MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.63MB, end 91.12MB, increase: 2.49MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:91.16MB, end 94.77MB, increase: 3.61MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db-plugin-enable: project start:91.33MB, end 94.78MB, increase: 3.44MB
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:87.88MB, end 94.78MB, increase: 6.90MB
3-7-2024 08:13:10-debug: asset-db:worker-init: initPlugin (351ms)
3-7-2024 08:13:10-debug: [Assets Memory track]: asset-db:worker-init start:19.87MB, end 94.84MB, increase: 74.97MB
3-7-2024 08:13:10-debug: Run asset db hook programming:beforePreStart ...
3-7-2024 08:13:10-debug: Run asset db hook programming:beforePreStart success!
3-7-2024 08:13:10-debug: Run asset db hook engine-extends:beforePreStart success!
3-7-2024 08:13:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
3-7-2024 10:04:13-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:04:13-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\52\52c5783aa6cb269f6547b0da83ec062fe79b746b.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\52\52c5783aa6cb269f6547b0da83ec062fe79b746b.js is not in module cache!
3-7-2024 10:04:13-debug: [[Executor]] Module "pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js" loaded.
3-7-2024 10:04:13-debug: [[Executor]] Register DebugViewRuntimeControl
3-7-2024 10:04:13-debug: [[Executor]] Module "pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js" loaded.
3-7-2024 10:04:13-debug: [[Executor]] Module "pack:///chunks/60/602c51bf757b2b94ea7f8d0deedb0d9489dd9e2e.js" loaded.
3-7-2024 10:04:13-debug: [[Executor]] Register Background
3-7-2024 10:04:13-debug: [[Executor]] Register Bullet
3-7-2024 10:04:13-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\43\43b8c395b4525e2242822e777db7c548cf9037ec.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\43\43b8c395b4525e2242822e777db7c548cf9037ec.js is not in module cache!
3-7-2024 10:04:13-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:04:13-debug: [[Executor]] Register Plane
3-7-2024 10:04:13-debug: [[Executor]] Module "pack:///chunks/43/43b8c395b4525e2242822e777db7c548cf9037ec.js" loaded.
3-7-2024 10:04:13-debug: Query asset bundle start0%
3-7-2024 10:04:13-debug: // ---- build task Query asset bundle ----
3-7-2024 10:04:13-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-7-2024 10:04:13-debug: // ---- build task Query asset bundle ---- (13ms)
3-7-2024 10:04:13-debug: run build task Query asset bundle success in 13 ms √5%
3-7-2024 10:04:13-debug: // ---- build task Query asset bundle ----
3-7-2024 10:04:13-debug: [Build Memory track]: Query asset bundle start:261.04MB, end 261.78MB, increase: 758.43KB
3-7-2024 10:04:13-debug: Query asset bundle start5%
3-7-2024 10:04:13-debug: run build task Query asset bundle success in 0 ms √10%
3-7-2024 10:04:13-debug: [Build Memory track]: Query asset bundle start:261.79MB, end 261.80MB, increase: 9.48KB
3-7-2024 10:04:13-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:04:13-debug: Sort some build options to settings.json start10%
3-7-2024 10:04:13-debug: run build task Sort some build options to settings.json success in 0 ms √12%
3-7-2024 10:04:13-debug: [Build Memory track]: Sort some build options to settings.json start:261.81MB, end 261.82MB, increase: 11.63KB
3-7-2024 10:04:13-debug: // ---- build task Fill script data to settings ----
3-7-2024 10:04:13-debug: Fill script data to settings start12%
3-7-2024 10:04:13-debug: run build task Fill script data to settings success in 0 ms √13%
3-7-2024 10:04:13-debug: [Build Memory track]: Fill script data to settings start:261.83MB, end 261.84MB, increase: 10.79KB
3-7-2024 10:04:13-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:04:13-debug: Sort some build options to settings.json start13%
3-7-2024 10:04:13-debug: // ---- build task Sort some build options to settings.json ---- (3ms)
3-7-2024 10:04:13-debug: run build task Sort some build options to settings.json success in 3 ms √15%
3-7-2024 10:04:13-debug: [Build Memory track]: Sort some build options to settings.json start:261.85MB, end 261.91MB, increase: 60.82KB
3-7-2024 10:12:40-debug: refresh db internal success
3-7-2024 10:12:40-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scripts\Plane.tsbackground: #aaff85; color: #000;color: #000;
3-7-2024 10:12:40-debug: refresh db assets success
3-7-2024 10:12:40-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 10:12:40-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 10:12:40-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 10:12:40-debug: asset-db:refresh-all-database (70ms)
3-7-2024 10:12:41-debug: Query all assets info in project
3-7-2024 10:12:41-debug: init custom config: keepNodeUuid: false, useCache: true
3-7-2024 10:12:41-debug:   Number of all scenes: 1
3-7-2024 10:12:41-debug:   Number of other assets: 449
3-7-2024 10:12:41-debug:   Number of all scripts: 4
3-7-2024 10:12:41-debug: reload all scripts.
3-7-2024 10:12:41-debug: Incremental keys: 
3-7-2024 10:12:41-debug: Set detail map pack:///resolution-detail-map.json: {}
3-7-2024 10:12:41-debug: Unregister DebugViewRuntimeControl
3-7-2024 10:12:41-debug: Unregister Plane
3-7-2024 10:12:41-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
3-7-2024 10:12:41-debug: Unregister Background
3-7-2024 10:12:41-debug: Invalidating 'pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js'
3-7-2024 10:12:41-debug: Unregister Bullet
3-7-2024 10:12:41-debug: Invalidating 'pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js'
3-7-2024 10:12:41-debug: Invalidating 'pack:///chunks/60/602c51bf757b2b94ea7f8d0deedb0d9489dd9e2e.js'
3-7-2024 10:12:41-debug: Invalidating 'pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js'
3-7-2024 10:12:41-debug: Invalidating 'pack:///chunks/43/43b8c395b4525e2242822e777db7c548cf9037ec.js'
3-7-2024 10:12:41-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
3-7-2024 10:12:41-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\52\52c5783aa6cb269f6547b0da83ec062fe79b746b.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\52\52c5783aa6cb269f6547b0da83ec062fe79b746b.js is not in module cache!
3-7-2024 10:12:41-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:12:41-debug: [[Executor]] Register DebugViewRuntimeControl
3-7-2024 10:12:41-debug: [[Executor]] Module "pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js" loaded.
3-7-2024 10:12:41-debug: [[Executor]] Module "pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js" loaded.
3-7-2024 10:12:41-debug: [[Executor]] Register Background
3-7-2024 10:12:41-debug: [[Executor]] Register Bullet
3-7-2024 10:12:41-debug: [[Executor]] Module "pack:///chunks/60/602c51bf757b2b94ea7f8d0deedb0d9489dd9e2e.js" loaded.
3-7-2024 10:12:41-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\40\4066d1c8a7c4715438eb268fe0acec5840e5b578.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\40\4066d1c8a7c4715438eb268fe0acec5840e5b578.js is not in module cache!
3-7-2024 10:12:41-debug: [[Executor]] Register Plane
3-7-2024 10:12:41-debug: [[Executor]] Module "pack:///chunks/40/4066d1c8a7c4715438eb268fe0acec5840e5b578.js" loaded.
3-7-2024 10:12:41-debug: // ---- build task Query asset bundle ----
3-7-2024 10:12:41-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:12:41-debug: Query asset bundle start0%
3-7-2024 10:12:41-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-7-2024 10:12:41-debug: // ---- build task Query asset bundle ---- (12ms)
3-7-2024 10:12:41-debug: run build task Query asset bundle success in 12 ms √5%
3-7-2024 10:12:41-debug: Query asset bundle start5%
3-7-2024 10:12:41-debug: [Build Memory track]: Query asset bundle start:263.88MB, end 262.89MB, increase: -1013.41KB
3-7-2024 10:12:41-debug: // ---- build task Query asset bundle ----
3-7-2024 10:12:41-debug: [Build Memory track]: Query asset bundle start:262.90MB, end 262.91MB, increase: 9.48KB
3-7-2024 10:12:41-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:12:41-debug: run build task Query asset bundle success in 0 ms √10%
3-7-2024 10:12:41-debug: Sort some build options to settings.json start10%
3-7-2024 10:12:41-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
3-7-2024 10:12:41-debug: Fill script data to settings start12%
3-7-2024 10:12:41-debug: [Build Memory track]: Sort some build options to settings.json start:262.93MB, end 262.94MB, increase: 14.05KB
3-7-2024 10:12:41-debug: // ---- build task Fill script data to settings ----
3-7-2024 10:12:41-debug: run build task Sort some build options to settings.json success in 1 ms √12%
3-7-2024 10:12:41-debug: [Build Memory track]: Fill script data to settings start:262.95MB, end 262.96MB, increase: 11.24KB
3-7-2024 10:12:41-debug: Sort some build options to settings.json start13%
3-7-2024 10:12:41-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:12:41-debug: run build task Fill script data to settings success in 1 ms √13%
3-7-2024 10:12:41-debug: // ---- build task Fill script data to settings ---- (1ms)
3-7-2024 10:12:41-debug: // ---- build task Sort some build options to settings.json ---- (2ms)
3-7-2024 10:12:41-debug: run build task Sort some build options to settings.json success in 2 ms √15%
3-7-2024 10:12:41-debug: [Build Memory track]: Sort some build options to settings.json start:262.97MB, end 263.04MB, increase: 65.85KB
3-7-2024 10:12:57-debug: refresh db internal success
3-7-2024 10:12:57-debug: refresh db assets success
3-7-2024 10:12:57-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 10:12:57-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 10:12:57-debug: asset-db:refresh-all-database (76ms)
3-7-2024 10:12:57-debug: asset-db:worker-effect-data-processing (2ms)
3-7-2024 10:12:57-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
3-7-2024 10:13:00-debug: start refresh asset from D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scene...
3-7-2024 10:13:00-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene\play.scenebackground: #aaff85; color: #000;color: #000;
3-7-2024 10:13:00-debug: refresh asset D:\Cocos Creator\Sky-Hunter\NewProject\assets\scene success
3-7-2024 10:13:02-debug: Query all assets info in project
3-7-2024 10:13:02-debug: init custom config: keepNodeUuid: false, useCache: true
3-7-2024 10:13:02-debug:   Number of all scenes: 1
3-7-2024 10:13:02-debug:   Number of other assets: 449
3-7-2024 10:13:02-debug:   Number of all scripts: 4
3-7-2024 10:13:02-debug: Incremental keys: 
3-7-2024 10:13:02-debug: reload all scripts.
3-7-2024 10:13:02-debug: Set detail map pack:///resolution-detail-map.json: {}
3-7-2024 10:13:02-debug: Unregister DebugViewRuntimeControl
3-7-2024 10:13:02-debug: Unregister Bullet
3-7-2024 10:13:02-debug: Unregister Plane
3-7-2024 10:13:02-debug: Unregister Background
3-7-2024 10:13:02-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
3-7-2024 10:13:02-debug: Invalidating 'pack:///chunks/60/602c51bf757b2b94ea7f8d0deedb0d9489dd9e2e.js'
3-7-2024 10:13:02-debug: Invalidating 'pack:///chunks/40/4066d1c8a7c4715438eb268fe0acec5840e5b578.js'
3-7-2024 10:13:02-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
3-7-2024 10:13:02-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:13:02-debug: [[Executor]] Register DebugViewRuntimeControl
3-7-2024 10:13:02-debug: [[Executor]] Module "pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js" loaded.
3-7-2024 10:13:02-debug: Invalidating 'pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js'
3-7-2024 10:13:02-debug: [[Executor]] Register Background
3-7-2024 10:13:02-debug: [[Executor]] Module "pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js" loaded.
3-7-2024 10:13:02-debug: [[Executor]] Register Bullet
3-7-2024 10:13:02-debug: [[Executor]] Register Plane
3-7-2024 10:13:02-debug: [[Executor]] Module "pack:///chunks/40/4066d1c8a7c4715438eb268fe0acec5840e5b578.js" loaded.
3-7-2024 10:13:02-debug: [[Executor]] Module "pack:///chunks/60/602c51bf757b2b94ea7f8d0deedb0d9489dd9e2e.js" loaded.
3-7-2024 10:13:02-debug: Invalidating 'pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js'
3-7-2024 10:13:02-debug: Invalidating 'pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js'
3-7-2024 10:13:02-debug: Query asset bundle start0%
3-7-2024 10:13:02-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:13:02-debug: // ---- build task Query asset bundle ----
3-7-2024 10:13:02-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-7-2024 10:13:02-debug: // ---- build task Query asset bundle ---- (20ms)
3-7-2024 10:13:02-debug: run build task Query asset bundle success in 20 ms √5%
3-7-2024 10:13:02-debug: [Build Memory track]: Query asset bundle start:264.57MB, end 265.30MB, increase: 747.46KB
3-7-2024 10:13:02-debug: Query asset bundle start5%
3-7-2024 10:13:02-debug: // ---- build task Query asset bundle ----
3-7-2024 10:13:02-debug: [Build Memory track]: Query asset bundle start:265.31MB, end 265.32MB, increase: 8.39KB
3-7-2024 10:13:02-debug: Sort some build options to settings.json start10%
3-7-2024 10:13:02-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:13:02-debug: run build task Query asset bundle success in 0 ms √10%
3-7-2024 10:13:02-debug: // ---- build task Sort some build options to settings.json ---- (2ms)
3-7-2024 10:13:02-debug: run build task Sort some build options to settings.json success in 2 ms √12%
3-7-2024 10:13:02-debug: [Build Memory track]: Sort some build options to settings.json start:265.33MB, end 265.35MB, increase: 17.22KB
3-7-2024 10:13:02-debug: // ---- build task Fill script data to settings ----
3-7-2024 10:13:02-debug: Fill script data to settings start12%
3-7-2024 10:13:02-debug: // ---- build task Fill script data to settings ---- (1ms)
3-7-2024 10:13:02-debug: run build task Fill script data to settings success in 1 ms √13%
3-7-2024 10:13:02-debug: [Build Memory track]: Fill script data to settings start:265.36MB, end 265.37MB, increase: 12.25KB
3-7-2024 10:13:02-debug: Sort some build options to settings.json start13%
3-7-2024 10:13:02-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:13:02-debug: // ---- build task Sort some build options to settings.json ---- (6ms)
3-7-2024 10:13:02-debug: run build task Sort some build options to settings.json success in 6 ms √15%
3-7-2024 10:13:02-debug: [Build Memory track]: Sort some build options to settings.json start:265.38MB, end 265.44MB, increase: 62.77KB
3-7-2024 10:13:07-debug: refresh db internal success
3-7-2024 10:13:07-debug: refresh db assets success
3-7-2024 10:13:07-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 10:13:07-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 10:13:07-debug: asset-db:refresh-all-database (70ms)
3-7-2024 10:13:08-debug: asset-db:worker-effect-data-processing (1ms)
3-7-2024 10:13:08-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 10:13:32-debug: refresh db internal success
3-7-2024 10:13:32-debug: %cImport%c: D:\Cocos Creator\Sky-Hunter\NewProject\assets\scripts\Plane.tsbackground: #aaff85; color: #000;color: #000;
3-7-2024 10:13:32-debug: refresh db assets success
3-7-2024 10:13:32-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 10:13:32-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 10:13:32-debug: asset-db:refresh-all-database (83ms)
3-7-2024 10:13:32-debug: asset-db:worker-effect-data-processing (1ms)
3-7-2024 10:13:32-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 10:13:37-debug: refresh db internal success
3-7-2024 10:13:37-debug: refresh db assets success
3-7-2024 10:13:37-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 10:13:37-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 10:13:37-debug: asset-db:refresh-all-database (71ms)
3-7-2024 10:13:37-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 10:13:39-debug: Query all assets info in project
3-7-2024 10:13:39-debug: init custom config: keepNodeUuid: false, useCache: true
3-7-2024 10:13:39-debug:   Number of all scenes: 1
3-7-2024 10:13:39-debug:   Number of all scripts: 4
3-7-2024 10:13:39-debug:   Number of other assets: 449
3-7-2024 10:13:39-debug: reload all scripts.
3-7-2024 10:13:39-debug: Incremental keys: 
3-7-2024 10:13:39-debug: Set detail map pack:///resolution-detail-map.json: {}
3-7-2024 10:13:39-debug: Unregister DebugViewRuntimeControl
3-7-2024 10:13:39-debug: Unregister Background
3-7-2024 10:13:39-debug: Unregister Plane
3-7-2024 10:13:39-debug: Unregister Bullet
3-7-2024 10:13:39-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
3-7-2024 10:13:39-debug: Invalidating 'pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js'
3-7-2024 10:13:39-debug: Invalidating 'pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js'
3-7-2024 10:13:39-debug: Invalidating 'pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js'
3-7-2024 10:13:39-debug: Invalidating 'pack:///chunks/60/602c51bf757b2b94ea7f8d0deedb0d9489dd9e2e.js'
3-7-2024 10:13:39-debug: Invalidating 'pack:///chunks/40/4066d1c8a7c4715438eb268fe0acec5840e5b578.js'
3-7-2024 10:13:39-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
3-7-2024 10:13:39-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\52\52c5783aa6cb269f6547b0da83ec062fe79b746b.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\52\52c5783aa6cb269f6547b0da83ec062fe79b746b.js is not in module cache!
3-7-2024 10:13:39-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:13:39-debug: [[Executor]] Module "pack:///chunks/1f/1feb0183e1ee4ce1428ca0c6a426a91db556c845.js" loaded.
3-7-2024 10:13:39-debug: [[Executor]] Register DebugViewRuntimeControl
3-7-2024 10:13:39-debug: [[Executor]] Module "pack:///chunks/d0/d041a64e19ef3a74292fa0e04ceb78312b81993c.js" loaded.
3-7-2024 10:13:39-debug: [[Executor]] Module "pack:///chunks/60/602c51bf757b2b94ea7f8d0deedb0d9489dd9e2e.js" loaded.
3-7-2024 10:13:39-debug: [[Executor]] Register Bullet
3-7-2024 10:13:39-debug: [[Executor]] Register Background
3-7-2024 10:13:39-debug: [[Executor]] Register Plane
3-7-2024 10:13:39-debug: D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\95\95baa57f7e2ef43a0ace06c7c18e13044281f73f.js resolved to D:\Cocos Creator\Sky-Hunter\NewProject\temp\programming\packer-driver\targets\editor\chunks\95\95baa57f7e2ef43a0ace06c7c18e13044281f73f.js is not in module cache!
3-7-2024 10:13:39-debug: Query asset bundle start0%
3-7-2024 10:13:39-debug: [[Executor]] Module "pack:///chunks/95/95baa57f7e2ef43a0ace06c7c18e13044281f73f.js" loaded.
3-7-2024 10:13:39-debug: // ---- build task Query asset bundle ----
3-7-2024 10:13:39-debug: [[Executor]] Module "pack:///chunks/52/52c5783aa6cb269f6547b0da83ec062fe79b746b.js" loaded.
3-7-2024 10:13:39-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-7-2024 10:13:39-debug: // ---- build task Query asset bundle ---- (17ms)
3-7-2024 10:13:39-debug: run build task Query asset bundle success in 17 ms √5%
3-7-2024 10:13:39-debug: // ---- build task Query asset bundle ----
3-7-2024 10:13:39-debug: [Build Memory track]: Query asset bundle start:268.10MB, end 268.73MB, increase: 646.07KB
3-7-2024 10:13:39-debug: Query asset bundle start5%
3-7-2024 10:13:39-debug: run build task Query asset bundle success in 0 ms √10%
3-7-2024 10:13:39-debug: [Build Memory track]: Query asset bundle start:268.74MB, end 268.75MB, increase: 9.50KB
3-7-2024 10:13:39-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:13:39-debug: Sort some build options to settings.json start10%
3-7-2024 10:13:39-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
3-7-2024 10:13:39-debug: run build task Sort some build options to settings.json success in 1 ms √12%
3-7-2024 10:13:39-debug: Fill script data to settings start12%
3-7-2024 10:13:39-debug: // ---- build task Fill script data to settings ----
3-7-2024 10:13:39-debug: [Build Memory track]: Sort some build options to settings.json start:268.76MB, end 268.77MB, increase: 14.09KB
3-7-2024 10:13:39-debug: // ---- build task Fill script data to settings ---- (1ms)
3-7-2024 10:13:39-debug: run build task Fill script data to settings success in 1 ms √13%
3-7-2024 10:13:39-debug: // ---- build task Sort some build options to settings.json ----
3-7-2024 10:13:39-debug: [Build Memory track]: Fill script data to settings start:268.78MB, end 268.80MB, increase: 15.30KB
3-7-2024 10:13:39-debug: Sort some build options to settings.json start13%
3-7-2024 10:13:39-debug: // ---- build task Sort some build options to settings.json ---- (4ms)
3-7-2024 10:13:39-debug: run build task Sort some build options to settings.json success in 4 ms √15%
3-7-2024 10:13:39-debug: [Build Memory track]: Sort some build options to settings.json start:268.81MB, end 267.22MB, increase: -1628.63KB
3-7-2024 10:13:44-debug: refresh db internal success
3-7-2024 10:13:44-debug: refresh db assets success
3-7-2024 10:13:44-debug: Run asset db hook engine-extends:afterRefresh ...
3-7-2024 10:13:44-debug: Run asset db hook engine-extends:afterRefresh success!
3-7-2024 10:13:44-debug: asset-db:refresh-all-database (61ms)
3-7-2024 10:13:44-debug: asset-db:worker-effect-data-processing (1ms)
3-7-2024 10:13:44-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
3-7-2024 10:13:51-debug: refresh db internal success
